key,key_original,ie_d,outcome,outcome_num,outcome_group,outcome_choice2,outcome_choice,irrig_program,scale,estimand,horizon,unit,irrig_program_1,irrig_program_2,scale_1,scale_2,scale_3,scale_4,estimand_1,estimand_2,estimand_3,estimand_4,horizon_1,horizon_2,horizon_3,horizon_4,horizon_5,unit_1,unit_2,unit_3,unit_4,unit_5,unit_6,unit_7,unit_8,outcome1,outcome2,outcome3,outcome4,outcome5,outcome6,outcome7,outcome8,outcome9,outcome10,outcome11,outcome12,outcome13,outcome14,outcome15,outcome16,outcome17,outcome18,outcome19,outcome20,outcome21,outcome22,outcome23,outcome24,outcome25,outcome26,outcome27,outcome28,outcome29,outcome30,outcome31,outcome32,outcome33,outcome34,outcome35,outcome36,outcome37,outcome38,outcome39,outcome40,outcome41,outcome42,outcome43,outcome44,outcome45,outcome46,outcome47,outcome48,outcome49,outcome50,outcome51,outcome52,outcome53,outcome54,outcome55,outcome56,outcome57,outcome58,outcome59,outcome60
S6Z9FKMD,S6Z9FKMD,2,Total credit (USD; IHS transformation),2,Market access & sales,Access to credit,Access to credit,1,1,2,1,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LFY3L7UV,LFY3L7UV,2,Household is owed money or goods (lending) (dummy),2,Market access & sales,Access to credit,Access to credit,2,2,2,1,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LFY3L7UV,LFY3L7UV,2,Household out-transfers (dummy),2,Market access & sales,Access to credit,Access to credit,2,2,2,1,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4D97Z6AD,4D97Z6AD,2,Credit constrained (dummy),2,Market access & sales,Access to credit,Access to credit,1,3,2,1,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LFY3L7UV,LFY3L7UV,2,"Total value of out-transfers (cash, food and other goods) (GHS)",2,Market access & sales,Access to credit,Access to credit,2,2,2,1,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2BHZGLQ,L2BHZGLQ,2,Mechanical soil and water conservation (dummy),3,Miscellaneous,Adoption of recommended water/irrigation practices,Adoption of recommended water/irrigation practices,1,3,2,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2BHZGLQ,L2BHZGLQ,2,Extension from any source (dummy),4,Miscellaneous,Agricultural extension service received,Agricultural extension service received,1,3,2,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2BHZGLQ,L2BHZGLQ,2,Whether attended any trainings (dummy),4,Miscellaneous,Agricultural extension service received,Agricultural extension service received,1,3,2,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25SETWEJ,25SETWEJ,2,Anaemia (%),5,Food security,Anaemia,Anaemia,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25SETWEJ,25SETWEJ,2,Iron-deficiency anaemia (%),5,Food security,Anaemia,Anaemia,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25SETWEJ,25SETWEJ,2,Iron deficiency (%),5,Food security,Anaemia,Anaemia,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2BHZGLQ,L2BHZGLQ,2,"Food worries, past 7 days (dummy)",6,Food security,Anxiety about food,Anxiety about food,1,3,2,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VGSCUGFK,VGSCUGFK,2,Able to at least meet household needs (dummy),6,Food security,Anxiety about food,Anxiety about food,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Having forestry land (dummy),7,Land use,Area allocated to agriculture,Area allocated to agriculture,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Log of forestry land (m2),7,Land use,Area allocated to agriculture,Area allocated to agriculture,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HZZ6NAKY,HZZ6NAKY,2,Agricultural land (share of village area),7,Land use,Area allocated to agriculture,Area allocated to agriculture,2,3,4,3,5,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6Z9FKMD_2,S6Z9FKMD,2,Area producing plantain (manzanas),8,Land use,Area allocated to crops,Area allocated to crops,1,1,2,1,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Log of potato-growing area (m2),8,Land use,Area allocated to crops,Area allocated to crops,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6Z9FKMD,S6Z9FKMD,2,Area in maize (manzanas),8,Land use,Area allocated to crops,Area allocated to crops,1,1,2,1,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Having perennial crop land (dummy),8,Land use,Area allocated to crops,Area allocated to crops,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QDN6PFKZ_2,QDN6PFKZ,2,Mean cultivation area (ha),8,Land use,Area allocated to crops,Area allocated to crops,1,2,1,5,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRZV6C7F,XRZV6C7F,2,Crop area,8,Land use,Area allocated to crops,Area allocated to crops,1,2,1,1,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Log of annual crop land (m2),8,Land use,Area allocated to crops,Area allocated to crops,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDWL3Z2B,YDWL3Z2B,2,Gross cultivated area (in ’000 hectares) (level),8,Land use,Area allocated to crops,Area allocated to crops,2,4,4,3,6,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6Z9FKMD_2,S6Z9FKMD,2,Area planted with plantain (manzanas),8,Land use,Area allocated to crops,Area allocated to crops,1,1,2,1,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHRKF9QQ,PHRKF9QQ,1,Land area cultivated and harvested (ha) (log),8,Land use,Area allocated to crops,Area allocated to crops,1,1,4,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Log of rice-growing area (m2),8,Land use,Area allocated to crops,Area allocated to crops,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2JXV43UQ_3,2JXV43UQ,2,Increase in area cultivated (bigha),8,Land use,Area allocated to crops,Area allocated to crops,1,3,2,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Log of cassava-growing area (m2),8,Land use,Area allocated to crops,Area allocated to crops,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHRKF9QQ,PHRKF9QQ,1,Total area planted (ha) (log),8,Land use,Area allocated to crops,Area allocated to crops,1,1,4,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Having annual crop land (dummy),8,Land use,Area allocated to crops,Area allocated to crops,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Log of corn-growing area (m2),8,Land use,Area allocated to crops,Area allocated to crops,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHRKF9QQ,PHRKF9QQ,1,"Harvested crops (0,1)",8,Land use,Area allocated to crops,Area allocated to crops,1,1,4,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHRKF9QQ,PHRKF9QQ,1,Permanent crops (% total area planted),8,Land use,Area allocated to crops,Area allocated to crops,1,1,4,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP84R2D6,YP84R2D6,2,Sown area (mu),8,Land use,Area allocated to crops,Area allocated to crops,2,3,1,5,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Growing potato (dummy),8,Land use,Area allocated to crops,Area allocated to crops,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBUNYHI7,LBUNYHI7,2,Percent of area cultivated,8,Land use,Area allocated to crops,Area allocated to crops,2,3,4,3,5,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Growing cassava (dummy),8,Land use,Area allocated to crops,Area allocated to crops,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDWL3Z2B,YDWL3Z2B,2,Gross cultivated area (in ’000 hectares) (log),8,Land use,Area allocated to crops,Area allocated to crops,2,4,4,3,6,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6Z9FKMD_2,S6Z9FKMD,2,Area in maize (manzanas),8,Land use,Area allocated to crops,Area allocated to crops,1,1,2,1,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QX9FKF7R,QX9FKF7R,2,Physical cultivated (ha),8,Land use,Area allocated to crops,Area allocated to crops,1,2,1,1,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Growing rice (dummy),8,Land use,Area allocated to crops,Area allocated to crops,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6Z9FKMD,S6Z9FKMD,2,Area planted with plantain (manzanas),8,Land use,Area allocated to crops,Area allocated to crops,1,1,2,1,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G8FJWF3,5G8FJWF3,2,Growing corn (dummy),8,Land use,Area allocated to crops,Area allocated to crops,1,2,2,1,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP84R2D6,YP84R2D6,2,Cultivated area (mu),8,Land use,Area allocated to crops,Area allocated to crops,2,3,1,5,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
