dataset,project_data_id,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_url,project_url,title,description,project_no,country_name,dataset_approved_yr,commitment_amount,data_amount_unit,country_multipleInvest,q1_0,q1_1,q1_2,q1_2b,q1_3,q1_4,q1_4b,q1_4c,q1_5,q1_6,q1_6b,q1_7,q1_8,q1_9,q1_10,q1_10b,q1_11,q1_12,q1_13,q1_14,q1_15,q1_15b,q1_16,q1_17,q1_18,q1_18b,q1_18c,q1_18d,q1_18e,q1_19,q1_20,q1_20b,q1_20c,q1_21,q1_22,q1_23,q1_23b,q1_23c,q1_23d,q1_23e,q1_24,q1_24b,q1_24c,q1_24d,q2_01,q2_02,q2_03,q2_04a,q2_04b,q2_04c,q2_04d,q2_04e,q2_05,q3_01,q3_02,q3_03,q3_03b
CRS,1999005466,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Yangtze Flood Emergency Rehabilitation Project,Short: YANGTZE FLOOD EMERGENCY REHABILITATION PROJECT Long: Yangtze Flood Emergency Rehabilitation Project,P063123.IBRD44380.crs7,China (People's Republic of),2019,0,"USD, constant 2020",,2,1,,,,,,,1,https://projects.worldbank.org/en/projects-operations/projects-list?os=0&qterm=P063123,,2,P063123,2,1999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2013018217,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,IRRIGATION SYSTEM ENHANCEMENT PROJECT,Short: IRRIGATION SYSTEM ENHANCEMENT PROJECT Long:,P127759.IBRD82670.crs1,Armenia,2013,"28,500,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2010026106,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,MA-Modernization of Irrigated Agriculture in the Oum Er Rbia Basin,"Short: MA-MODERNIZATION OF IRRIGATED AGRICULTURE IN THE OUM ER RBIA BASIN Long: The development objective of the Oum Er Rbia Irrigated Agriculture Modernization Project for Morocco is for participating farmers in the Oum Er Rbia basin to increase the productivity and to promote more sustainable use of irrigation water to overcome current and future water deficits. There are three components to the project. The first component of the project is improving the irrigation water service. This component aims at providing participating farmers with irrigation service necessary for high efficiency drip irrigation. This will be achieved through: (i) replacing irrigation canals with pressurized systems or adapting existing pressurized systems, and (ii) providing irrigation water on-demand, with a predetermined annual quota according to surface water availability. The component activities will include: detailed studies including topographic works and laboratory tests, technical assistance for works monitoring and control, adapting regulation of main adduction channels including changing hydro-mechanic systems, construction of distribution pipes, including installation of hydraulic equipment, construction or adaptation of pumping stations and various civil works. This component also includes the preparation and signature of water supply contracts between ORMVAs (office regional de mise en valeur Agricole - regional agricultural development office) and farmers. The second component of the project is supporting farmers and their partners. This component aims to improve targeted farmers' access to technology, financing, and agricultural markets. This will be achieved through: (i) provision of technical assistance to ORMVAs to support the farmers and agro processors to develop and enter into partnership agreements aiming at securing markets for high value crops, (ii) provision of technical assistance and equipment to ORMVAs to help for the implementation of the market information system, (iii) provision of technical assistance to the ORMVAs to help farmers to use the new irrigation equipment and to improve their agricultural practices, and (iv) provision of mobile laboratory equipment to ORMVAs to monitor performance of new irrigation systems. The third component of the project is assisting implementing agencies in project management and monitoring. This component aims at building capacities of the Borrower and project implementing agencies to enable them ensuring a good management and monitoring and evaluation (M&E) of project activities and results in compliance with procedures that will be agreed with the Bank. This component activities mainly include: (i) provision of training, technical assistance and computer equipment to MAPM (ministere de l'agriculture et de la peche maritime - ministry of agriculture and marine fisheries) for designing and implementing technical and management tools to be used by ORMVAs, (ii) provision of training and technical assistance to ORMVAs, for improving Project management tools, Project monitoring and eva",P093719.IBRD78750.crs3,Morocco,2010,"62,300,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2012018082,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,CN Integrated Economic Development of Small Towns,Short: CN INTEGRATED ECONOMIC DEVELOPMENT OF SMALL TOWNS Long:,P118597.IBRD81610.crs2,China (People's Republic of),2012,"16,000,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2011017701,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,IRRIGATION REHABILITATION EMERGENCY PROJECT,Short: IRRIGATION REHABILITATION EMERGENCY PROJECT Long:,P116681.IBRD81060.crs1,Armenia,2011,"1,620,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2010028794,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Local Government and Decentralization Project,"Short: LOCAL GOVERNMENT AND DECENTRALIZATION PROJECT Long: The objective of the Local Government and Decentralization Project for Indonesia is to improve the accountability and reporting of the central government's Specific Purpose Grants (DAK) for the infrastructure sub-sectors within pilot local governments (LGs). There are three components to the project, the first component being DAK reimbursement. This component will be implemented using an output based disbursement financing approach. Under this approach, the project will reimburse the existing DAK for infrastructure (roads, water, sanitation, and irrigation) based on reported and verified physical outputs delivered by participating LGs. The second component is the institutional strengthening to central and local governments and project management support. This component will support the strengthening of the basic institutional functioning of the project. Finally, the third component is the Verification of Outputs (VO). This component will constitute State Finance and Development Supervisory Board (BPKP) verification of outputs. BPKP will finance the VO function, plus any needed hiring of new staff and capacity enhancement from their own budget.",P111577.IBRD79140.crs2,Indonesia,2010,"72,600,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2009018730,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Water Resources & Irrigation Sector Management Program,"Short: WATER RESOURCES & IRRIGATION SECTOR MANAGEMENT PROGRAM Long: The Water Resources and Irrigation Sector Management Program for Indonesia aims to implement water sector reforms in approximately half of the country. Because of the weak capacity and lack of governance experience at local government level, and among the farmer-irrigators, it i s expected that such program w i l l require approximately 10 years. With the parallel support of ADB and JBIC, it i s expected that the whole country can be covered in this time span. The Program's objectives are: (a) Sustainable and equitable management of surface water resources and their utilization infrastructure by: (i) transparent sector governance institutions and, (ii) more accountable and better performing sector agencies. (b) Increased irrigation farm household incomes and improved regional food security as result of raising the overall productivity irrigated agriculture and reducing it s vulnerability to natural and economic shocks through: (i) sustainable participatory irrigation management for more reliable and equitable water provision and, (ii) better agricultural and marketing support services for members of irrigation water user associations. (c) More cost-effective andfiscally sustainable management of sector agencies. There are two main project components. Component 1, Basin Water Resources Management, assists in establishing and/or strengthening sector governance, planning, management capacity, and fiscal and cost recovery for national water agencies/institutions, supports an operational and monitoring system for hydrology, water allocation, basin water quality, flood management as well as a program for river infrastructure management and repair, and establishment of a national water quality monitoring network system. This component also supports a national capacity building network for water resources and irrigation management. Component 2 focuses on Participatory Irrigation Management. It helps build the capacity of water users associations, and improves institutional capacity and operation, and infrastructure of irrigation departments at the kabupaten level.",P059931.IBRD77570.crs1,Indonesia,2009,0,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2011016337,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,West Bengal Accelerated Development of Minor Irrigation,Short: WEST BENGAL ACCELERATED DEVELOPMENT OF MINOR IRRIGATION Long:,P105311.IBRD80900.crs1,India,2011,"98,750,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2010028729,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Xinjiang Turfan Water Conservation Project,"Short: XINJIANG TURFAN WATER CONSERVATION PROJECT Long: The objective of the Xinjiang Turfan Water Conservation Project for China is to mitigate the risk of flooding, reduce groundwater overdraft, increase industrial and domestic water supply, and raise farmers' income from irrigated agriculture in the arid Turpan basin of Xinjiang Uyghur autonomous region. There are five components to the project, the first component being Evapotranspiration (ET), based integrated water management in the Turpan Basin. With the aim of facilitating the prefecture government's decision to improve water allocation in the Turpan Basin and reduce groundwater overdraft, an innovative integrated basin-wide water management program will be developed and applied that closely links targets for consumptive use of water at the basin-level with the respective targets for consumptive use of water at the county, township, and water users association (WUA) levels. The second component is the increase of upstream storage capacity. This component include: construction of the Alagou dam, the Meiyaogou dam, and the Ertanggou dam. The third component is the real water savings in irrigated agriculture. Carrying out of irrigation management measures in the Turpan River Basin including inter alia: (i) engineering measures such as construction or rehabilitation of the main canals delivering water from the three new reservoirs to water users downstream, a switch from furrow to drip irrigation, land leveling, canal lining, and improved drainage, (ii) agronomic measures such as cropping pattern changes, plant breeding, soil fertility and fertilization, soil salinity control, plastic-culture with mulching, tunnels and greenhouses, and tillage and weed control, and (iii) other irrigation management measures such as irrigation scheduling, volumetric water charges, increase of water charges, and the conjunctive use of surface and groundwater. The fourth component is the preservation of a Karez system. Finally, the fifth component is the institutional capacity building and project management.",P111163.IBRD79340.crs4,China (People's Republic of),2010,"26,000,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2009026591,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Second Water Sector Investment,"Short: SECOND WATER SECTOR INVESTMENT Long: The objectives of the Second Water Sector Investment Project are to promote more efficient management and operation of selected public irrigation schemes by participating farmers, to improve access and consumption of drinking water for rural households in communities, and to assist Ministry of Agriculture and Water Resources, Ministry of Environment and Sustainable Development, and other stakeholders to make better decisions relating to integrated water resources management in Tunisia. The project has 5 components: (1) irrigation management: activities include creation of new irrigation schemes, rehabilitation and modernization of schemes, drainage, minor works and analytical and capacity building activities for the central government, regional agencies and farmer organizations, (2) Rural water supply: activities include developing new water supply systems and testing alternative service provision arrangements in remote areas and capacity building for community organizations, (3) groundwater management: activities include investigating groundwater resources, developing water resources monitoring networks, supporting communities in managing aquifers, developing an integrated information system and pilot participatory aquifer management in two areas, (4) environmental protection: activities include installation of soil and water quality monitoring systems, conduct of awareness-raising campaigns to support use of treated wastewater in agriculture, and training on environmental protection, and (5) institutional strengthening and capacity-building: activities include training, monitoring, four research activities and development of a forward-looking strategy to manage water in 2050.",P095847.IBRD77260.crs5,Tunisia,2009,"1,224,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2010026806,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Punjab Barrages Improvement Phase II Project (PBIP-II),"Short: PUNJAB BARRAGES IMPROVEMENT PHASE II PROJECT (PBIP-II) Long: The objectives of the Second Phase of the Punjab Barrages Improvement Project for Pakistan are to assist the Borrower in: (i) rehabilitating and modernizing Jinnah Barrage and carrying out affiliated works to enable reliable and uninterrupted supply of water for over 2.1 million acres of farmland benefitting about 600,000 farm families for irrigation and domestic water users, and (ii) build Irrigation and Power Department (IPD) capacity in improved water resources and irrigation system management. There are four components to the project, the first component being rehabilitation and modernization of Jinnah barrage. This component will support rehabilitation and modernization of Jinnah barrage, the implementation of social and environmental management plans, and construction supervision and support for the project's preparation and implementation. The Project Management Organization (PMO) of the Punjab's Irrigation and Power Department (IPD) will be responsible for implementation of this component. The second component is the improvement and modernization of the irrigation and water management system. This component consists of improvements in irrigation and water management systems, including development of management information system, monitoring and decision support system, modernization of water management equipment and facilities. The third component is the monitoring and evaluation of the project impact and social and environmental management plans. The monitoring and evaluation (M&E) activities will provide continuous feedback to the Government of Punjab (Gopunjab), Government of Pakistan (GOP), Project Steering Committee (PSC), the World Bank and implementing agencies on the project's performance and impact of its various components, so that corrective actions could be undertaken in a timely manner. Finally, the fourth component is the project management coordination technical assistance and training. This component will support the Government in implementing the project by coordinating all project related activities.",P096745.IBRD79000.crs1,Pakistan,2010,"2,912,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2010028920,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Shandong Ecological Afforestation,"Short: SHANDONG ECOLOGICAL AFFORESTATION Long: The development objective of the Shandong Ecological Afforestation Project for China will be to demonstrate effective afforestation models for environmentally degraded areas in support of Shandong's environmental afforestation programs. There are two components to the project. The first component of the project is environmental plantation establishment. This component will be implemented in 30 selected counties of Shandong province and will include two sub-components: (a) re-vegetation of degraded mountainous areas through planting of tree and shrub vegetation on highly degraded hillsides with a shallow soil cover, and (b) establishing protection forest plantations on saline coastal areas by planting trees and shrubs along roads, canals, and in areas designated for afforetation to protect agricultural land, improve productivity, and stabilize the newly created alluvial land near the mouth of the Yellow River. The second component of the project is technical support and project management. This component will support: (a) upgrading nurseries to propagate wider number of shrub and tree species including improving seedling quality, nursery equipment, onsite irrigation system (sub-lateral or smaller ditches), as well as providing training to small nurseries in nursery management and seedling requirements, (b) applied research, extension, and dissemination programs to generate and disseminate a wider range of species and planting techniques, and (c) strengthening the capacity of project implementing agencies at the provincial and local levels in project management, and monitoring and evaluation through the provision of technical assistance, training, and study tours. The latter will monitor project performance, achievement of project objective, and assess the project's environmental and socio-economic impact.",P112759.IBRD78820.crs1,China (People's Republic of),2010,"3,000,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2009018733,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Water Resources & Irrigation Sector Management Program,"Short: WATER RESOURCES & IRRIGATION SECTOR MANAGEMENT PROGRAM Long: The Water Resources and Irrigation Sector Management Program for Indonesia aims to implement water sector reforms in approximately half of the country. Because of the weak capacity and lack of governance experience at local government level, and among the farmer-irrigators, it i s expected that such program w i l l require approximately 10 years. With the parallel support of ADB and JBIC, it i s expected that the whole country can be covered in this time span. The Program's objectives are: (a) Sustainable and equitable management of surface water resources and their utilization infrastructure by: (i) transparent sector governance institutions and, (ii) more accountable and better performing sector agencies. (b) Increased irrigation farm household incomes and improved regional food security as result of raising the overall productivity irrigated agriculture and reducing it s vulnerability to natural and economic shocks through: (i) sustainable participatory irrigation management for more reliable and equitable water provision and, (ii) better agricultural and marketing support services for members of irrigation water user associations. (c) More cost-effective andfiscally sustainable management of sector agencies. There are two main project components. Component 1, Basin Water Resources Management, assists in establishing and/or strengthening sector governance, planning, management capacity, and fiscal and cost recovery for national water agencies/institutions, supports an operational and monitoring system for hydrology, water allocation, basin water quality, flood management as well as a program for river infrastructure management and repair, and establishment of a national water quality monitoring network system. This component also supports a national capacity building network for water resources and irrigation management. Component 2 focuses on Participatory Irrigation Management. It helps build the capacity of water users associations, and improves institutional capacity and operation, and infrastructure of irrigation departments at the kabupaten level.",P059931.IBRD77570.crs4,Indonesia,2009,0,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2003013931,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Integrated Irrigation Modernization Project,"Short: INTEGRATED IRRIGATION MODERNIZATION PROJECT Long: The Project's main objective is to assist the Government of Mexico in its efforts to adopt a new model to improve the competitiveness of irrigated agriculture and the efficiency of irrigation water use, in both Irrigation Districts (Distritos de Riego, DR) and Irrigation Units (Unidudes de Riego, UR), that would include the development of partnerships between the public and private sectors as well as effective institutional collaboration within the public sector, plus the strengthening of a demand-driven approach to investment decisions and financing. The project has the following four components: Component 1) will finance demand-driven investment sub-projects aimed at improving the efficiency of water distribution to rehabilitate and modernize irrigation infrastructure as well as to improve conservation and maintenance machinery and equipment within the framework of IIIPs. Component 2) will support demand-driven investments subprojects prepared by water users in irrigation districts (DR) and irrigation units (UR), within the framework of IIIPs, and presented to their respective local project authorities for financing. Under this component, the project, through CNA will provide technical and financial assistance to beneficiaries to improve on-farm irrigation systems and water use efficiency, but at the same time, through an agreement with SAGARPA, project beneficiaries would receive financial support and technical assistance from the ongoing government program Alianza Contigo to increase agricultural productivity, diversify production and improve their marketing capabilities. Component 3) the objective is to strengthen water users' associations and improve their technical, managerial and financial capabilities to administer and operate their respective irrigation systems as well as participate in the decision making process regarding Integrated Irrigation Modernization Project (PMIR) investment financing. Component 4) A Project Coordinating System (PCS) will be established within National Water Commission (CNA's) General Irrigation Infrastructure Sub-Division (Subdireccion General de Infraestructura Hidroagricola, SGIH). Its main responsibilities will be the coordination of the activities that will be executed under the project, monitoring and evaluation, carrying out of audits, supervise the preparation of the Integrated Investment Plans, and the preparation of the Annual Operating Plans and the periodic reports to the Bank on project activities.",P035752.IBRD72060.crs4,Mexico,2003,"131,818,192","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2010026807,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Punjab Barrages Improvement Phase II Project (PBIP-II),"Short: PUNJAB BARRAGES IMPROVEMENT PHASE II PROJECT (PBIP-II) Long: The objectives of the Second Phase of the Punjab Barrages Improvement Project for Pakistan are to assist the Borrower in: (i) rehabilitating and modernizing Jinnah Barrage and carrying out affiliated works to enable reliable and uninterrupted supply of water for over 2.1 million acres of farmland benefitting about 600,000 farm families for irrigation and domestic water users, and (ii) build Irrigation and Power Department (IPD) capacity in improved water resources and irrigation system management. There are four components to the project, the first component being rehabilitation and modernization of Jinnah barrage. This component will support rehabilitation and modernization of Jinnah barrage, the implementation of social and environmental management plans, and construction supervision and support for the project's preparation and implementation. The Project Management Organization (PMO) of the Punjab's Irrigation and Power Department (IPD) will be responsible for implementation of this component. The second component is the improvement and modernization of the irrigation and water management system. This component consists of improvements in irrigation and water management systems, including development of management information system, monitoring and decision support system, modernization of water management equipment and facilities. The third component is the monitoring and evaluation of the project impact and social and environmental management plans. The monitoring and evaluation (M&E) activities will provide continuous feedback to the Government of Punjab (Gopunjab), Government of Pakistan (GOP), Project Steering Committee (PSC), the World Bank and implementing agencies on the project's performance and impact of its various components, so that corrective actions could be undertaken in a timely manner. Finally, the fourth component is the project management coordination technical assistance and training. This component will support the Government in implementing the project by coordinating all project related activities.",P096745.IBRD79000.crs2,Pakistan,2010,"119,392,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2007025575,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Rio Grande do Norte Integrated Water Resources Management,"Short: RIO GRANDE DO NORTE INTEGRATED WATER RESOURCES MANAGEMENT Long: The objective of the Brazil Rio Grande do Norte Integrated Water Resources Management project is to promote economic, social, and environmentally sustainable development through the implementation of an integrated water resources management system. Mostly by focusing on institutional strengthening and rehabilitation of key bulk water infrastructure, the proposed project will seek to consolidate this system, which the state has often overlooked in the past in favor of larger infrastructure investments. The project has four components with the first being to improve the state's water resource management (WRM) capabilities and develop adequate WRM instruments. The second component involves natural resources conservation and protection which will support the preservation of water quality, improve efficiency in water use by reducing water losses in state-owned public water supply infrastructure, improving water conservation in agricultural and industrial activities, and generating water-saving technologies, including using treated wastewater, and promote the adoption of sustainable agricultural practices on irrigated lands. The third component is to enhance the state's water management capabilities and to improve general water availability by providing technical and financial assistance. Finally, the fourth component is project management which will be responsible for overall project execution and the Monitoring and Evaluation System, as well as communications and dissemination, and preparation of the concept document for a possible second-phase project.",P089929.IBRD74880.crs3,Brazil,2007,"8,975,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2001020759,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Community Development Project (CDP),"Short: COMMUNITY DEVELOPMENT PROJECT (CDP) Long: The development objective of the Community Development Project is to establish an effective and sustainable instrument to improve the living conditions and the economic status of disadvantaged communities. There are two main project components. The first focuses on social and infrastructure development and provides sub-project grants for 1) carrying out social assessments and designing programs of sub-projects, and 2) implementing sub-projects consisting of a) improving access to basic education, health, and social services by rehabilitating and upgrading schools and health, youth, cultural, and recreation centers and facilities in poor areas, b) carrying out programs for revolving school textbooks, literacy, and primary health care, c) improving access to specialized social services to satisfy the needs of vulnerable groups at risk, d) developing basic rural infrastructure activities such as community potable water and small drainage and irrigation schemes, and e) enhancing environmental protection initiatives such as reforestation and and natural resource and cultural heritage preservation. The second component focuses on income enhancement by funding capacity building activities to support 1) micro and small entrepreneurs and nongovernmental organizations providing credit to target beneficiary groups, and 2) women, youth, and disabled people to provide them with demand-driven specialized skills that will help them increase income and business opportunities.",P071113.IBRD70640.crs4,Lebanon,2001,"6,160,976","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2005020806,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,IRAN - Alborz Integrated Land and Water Management Project,"Short: IRAN - ALBORZ INTEGRATED LAND AND WATER MANAGEMENT PROJECT Long: The Alborz Integrated Land and Water Management Project will assist the government of Iran in piloting a basin-wide Integrated Water Resources Management (IWRM) in Mazandaran Province so that the lessons learned can be replicated in the rest of the country. The project consist of the following five components: Component 1) will establish effective soil and water protection measures by improving sustainable and participatory community-based forest and rangeland management. Component 2) will enhance irrigation water use efficiency and agricultural production/income through rehabilitation and modernization of the irrigation/drainage systems, together with improved operational and maintenance (O&M), diffusion of participatory water management, and training and support for agricultural extension/research. Component 3) will finance: (i) TA to establish a BWC, (ii) a Basin Water Fund (BWF) to provide assistance for community-based activities for water and natural resources conservation, and (iii) the establishment of a support system that enables the BWC to discharge its. Component 4) will include the following elements as identified in the ESMP: (i) water quality monitoring in rivers, aquifers and abbandans, (ii) river ecology monitoring and mitigation measures, (iii) forest monitoring and management, (iv) an integrated pest management plan, (v) resettlement instruments, (vi) a dam safety plan, (vii) cultural property, and (viii) public participation and awareness raising. Component 5) will provide support for project implementation and coordination at the national and basin level.",P071170.IBRD47820.crs6,Iran,2005,"2,474,227","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2002020666,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Second Agrarian Reform Communities Development Project,"Short: SECOND AGRARIAN REFORM COMMUNITIES DEVELOPMENT PROJECT Long: The closing date for Philippines' additional financing for the Second Agrarian Reform Communities Development Project is requested to be extended from June 30, 2010 until December 31, 2010. The recently-concluded implementation review mission (April 2010) has confirmed the continued satisfactory implementation progress of the project. Overall physical accomplishment of the original and additional financing loan is reported at 98 percent, with an elapsed time of 96 percent, based on the revised closing date of June 30, 2010. The remaining critical activities consist of eleven infrastructure subprojects funded mostly under the US$10 million additional financing. Four of these subprojects would not be completed by the closing date of June 30, 2010. This has occurred due to delays in the release of funds from the Central Government which affected implementation of physical works. The extension is necessary to complete the remaining eleven irrigation subprojects. The Government's various implementing organizations have agreed on specific catch-up plans to ensure completion of the subprojects during the extension period. This will be the first extension of the project. Reported as purposecode 14021.",P071007.IBRD71520.crs1,Philippines,2002,"8,000,000","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2013018230,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Second DPL in support of the Plan Maroc Vert,Short: SECOND DPL IN SUPPORT OF THE PLAN MAROC VERT Long:,P127822.IBRD82400.crs1,Morocco,2013,"67,056,000","USD, constant 2020",,2,1,,,,,,,1,https://projects.worldbank.org/en/projects-operations/project-detail/P127822,Development Policy Loan,2,P127822,1,,2,1,,2,"The development objective of the Second Development Policy Loan in support of the Plan Maroc Vert Program for Morocco is to increase the agri-food sector's productivity and diversification with the goal of maintaining higher rates of agricultural growth and employment. The Development Policy Loan (DPL) is a key component of the current Country Partnership Strategy (CPS) (FY10-FY13). It also contributes directly to the three pillars around which the World Bank's program is structured: 1) growth, competitiveness, and employment; 2) service delivery to citizens; and 3) sustainable development in a changing climate. The program supports an ambitious Government initiative in the agriculture sector and builds on extensive dialogue between the World Bank and the Government of Morocco (GoM) and is underpinned by a large body of analytical work and sector operations. The program has benefited from a broad range of analytical work recently completed by the World Bank and others. The program also builds on the outcomes and experience from past and ongoing World Bank operations in water and irrigation, integrated rural development, human development, and public sector administration reform.",1,,1,,,,,,,,,,,Program Document,2,"203,200,000",USD,Total cost,,,2,"50,800,000",USD,"Program has 4 component but does not provide breakdown for eachc omponent, one component is irrigation-specific, so assigning 1/4 of the total cost",2,,3,,,,,,,0,0,0,
CRS,2001017037,,901,International Bank for Reconstruction and Development,,1,IBRD,https://www.worldbank.org/en/home,https://projects.worldbank.org/en/projects-operations/projects-home,Rural Poverty Reduction Project - Piaui,"Short: RURAL POVERTY REDUCTION PROJECT - PIAUI Long: The proposed additional financing will support the scaling-up of the Rural Poverty Reduction Project in Pernambuco, Brazil to (1) improve well-being and incomes of the rural poor through greater access to basic social and economic infrastructure and services and support for productive activities, using proven community-driven development techniques, (2) increase the social capital of rural communities and capacity to organize collectively to meet their own needs, (3) enhance local governance by greater citizen participation and transparency in decision-making, through creation and strengthening of community associations and municipal councils, and (4) foster closer integration of development policies, programs and projects in rural areas at the local level by assisting the project's participatory municipal councils to extend their role in seeking funding from, setting priorities for and making decision concerning, the allocation of resources from other programs beyond the Bank-supported project.",P050881.IBRD46240.crs6,Brazil,2001,"1,834,239","USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
